BIN,Brand,Type,Category,Issuer,IssuerPhone,IssuerUrl,isoCode2,isoCode3,CountryName
103012,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103013,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103014,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103015,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103016,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103017,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103018,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103019,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103020,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103021,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103022,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103023,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103024,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103025,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103026,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103027,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103028,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103029,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103030,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103031,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103032,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103033,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103034,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103035,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103036,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103037,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103038,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103039,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103040,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103041,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103042,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103043,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103044,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103045,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103046,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103047,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103048,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103049,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103050,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103051,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103052,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103053,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103054,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103055,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103056,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103057,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103058,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103059,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103060,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103061,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103062,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103063,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103064,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103065,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
103066,LOCAL BRAND,DEBIT,,AGRICULTURAL BANK OF CHINA,95599,http://www.abchina.com,CN,CHN,CHINA
